covid;quarentena;cloroquina;distanciamento;distanciamento_social
0.32042137524686753;0.5066414540805874;0.00852379352449008;0.0;0.005238099140368273
0.3164530099951878;0.4860434202948857;0.014174312288479896;0.0;0.005089893579255449
0.30765250705254166;0.4276185711541059;0.07640789275951737;0.0;0.005165332881869214
0.3047640269683465;0.4056576391269569;0.10242562754732792;0.0;0.004796023311621529
0.2898047626306609;0.4706474825211062;0.041897022815006214;0.0;0.004699441510542677
0.37345689425719114;0.3980272488825409;0.034830234938200796;0.0;0.0057050707713685546
0.3580508602265892;0.40841265804169924;0.030603044574117624;0.0;0.005372423328154174
0.3459071541310043;0.45607627363036574;0.027900226181543614;0.0;0.004809312547233716
0.3539057959391138;0.4385232156285999;0.01894760816565738;0.0;0.005469648899508308
0.3619401861754803;0.4098229352346999;0.022422657952069717;0.0;0.005578134284016637
0.4191023266410971;0.2865195531583601;0.1228655142657133;0.0;0.004505956196486606
0.39758528363797985;0.37747606603007056;0.052398819260222;0.0;0.00583386665987514
0.3516339578419593;0.35038642398350467;0.08288089834304956;0.0;0.005609452182813404
0.36215305983078017;0.3626302036532503;0.06922269587158271;0.0;0.005844337893306688
0.38667293143771214;0.3518401005178995;0.04695621875313458;0.0;0.006480870451221895
0.40828204324907036;0.3228463515772309;0.0716929327679911;0.0;0.007094668879777858
0.39385663289411516;0.3885833902042102;0.05464722557614573;0.0;0.006476717937949498
0.4303798516634038;0.32801335625627315;0.047866543439302245;0.0;0.006131555149214426
0.4295531812629806;0.33525074851949677;0.026814415669743057;0.0;0.008073868622150886
0.4360853401212446;0.3288341092541113;0.02439461432829822;0.0;0.008272766855343805
0.4702526131577499;0.3024600789973674;0.023158262361607507;0.0;0.0090575549536588
0.4971233901121728;0.2341088491898629;0.018165351059410053;0.0;0.007554632322393021
0.5066701316701316;0.24391065016065017;0.03922935172935173;0.0;0.007315882315882316
0.5176070029684847;0.26775874659762333;0.0189916635843742;0.0;0.009206570499141701
0.510451559989213;0.2232637751315499;0.025351635542658724;0.0;0.009373976183949239
0.46885786160364484;0.17539361360690098;0.14726465214436713;0.0;0.0076615918109005105
0.5287601064846944;0.19132007932637043;0.030883999149153775;0.0;0.010586159997765455
0.5557041298563352;0.20369177182941395;0.021761342344843948;0.0;0.009740303504945638
0.5544180113882454;0.16002153673762134;0.0271354946893266;0.0;0.00899417077599806
0.5860705820282344;0.15378766424462023;0.017903487979640843;0.0;0.008587079229238355
0.6031988067239922;0.13071762703479034;0.021857035787204035;0.0;0.007978556475700662
0.5554795070089288;0.13457699997216405;0.01923627974148588;0.0;0.008488327730665886
0.5235181141692895;0.10896835771194052;0.061602050578003026;0.0;0.007178483536224687
0.5544475723895876;0.1073306644242956;0.034962403724285857;0.0;0.008361667641610608
0.593050111593511;0.10842336690391854;0.037440270637396966;0.0;0.008725761260210898
0.6416591212865951;0.10160393222092873;0.025672976041621755;0.0;0.00812026617226462
